,rank,name,birth,team,year,gp,cg,sho,gs,win,loss,save,hold,inning,runs,earned_run,batter_faced,hits,base2,base3,home_run,walk,intentional_walk,hb,so,balk,wild,ERA,FIP,WHIP,ERAplus,FIPplus,WAR,WPA,salary
47,48.0,소사,1985-07-28,LG Twins,2015,32.0,2.0,1.0,30.0,10.0,12.0,0.0,1.0,194.1,102.0,87.0,809.0,199.0,39.0,7.0,16.0,36.0,0.0,5.0,177.0,1.0,6.0,4.03,3.5,1.21,116.5,134.0,4.23,-1.1,7000
47,48.0,소사,1985-07-28,LG Twins,2015,32.0,2.0,1.0,30.0,10.0,12.0,0.0,1.0,194.1,102.0,87.0,809.0,199.0,39.0,7.0,16.0,36.0,0.0,5.0,177.0,1.0,6.0,4.03,3.5,1.21,116.5,134.0,4.23,-1.1,6800
51,52.0,소사,1985-07-28,LG Twins,2017,30.0,2.0,1.0,29.0,11.0,11.0,1.0,0.0,185.1,86.0,80.0,769.0,189.0,36.0,9.0,11.0,38.0,0.0,3.0,153.0,0.0,3.0,3.88,3.52,1.23,124.7,138.2,4.17,0.5,15000
51,52.0,소사,1985-07-28,LG Twins,2017,30.0,2.0,1.0,29.0,11.0,11.0,1.0,0.0,185.1,86.0,80.0,769.0,189.0,36.0,9.0,11.0,38.0,0.0,3.0,153.0,0.0,3.0,3.88,3.52,1.23,124.7,138.2,4.17,0.5,6000
51,52.0,소사,1985-07-28,LG Twins,2017,30.0,2.0,1.0,29.0,11.0,11.0,1.0,0.0,185.1,86.0,80.0,769.0,189.0,36.0,9.0,11.0,38.0,0.0,3.0,153.0,0.0,3.0,3.88,3.52,1.23,124.7,138.2,4.17,0.5,10000
51,52.0,소사,1985-07-28,LG Twins,2017,30.0,2.0,1.0,29.0,11.0,11.0,1.0,0.0,185.1,86.0,80.0,769.0,189.0,36.0,9.0,11.0,38.0,0.0,3.0,153.0,0.0,3.0,3.88,3.52,1.23,124.7,138.2,4.17,0.5,3000
52,53.0,피어밴드,1985-08-22,KT Wiz,2016,31.0,0.0,0.0,30.0,7.0,13.0,0.0,0.0,182.0,97.0,90.0,803.0,231.0,39.0,1.0,23.0,48.0,0.0,10.0,144.0,3.0,6.0,4.45,4.81,1.53,117.8,108.1,4.16,-1.34,65000
52,53.0,피어밴드,1985-08-22,KT Wiz,2016,31.0,0.0,0.0,30.0,7.0,13.0,0.0,0.0,182.0,97.0,90.0,803.0,231.0,39.0,1.0,23.0,48.0,0.0,10.0,144.0,3.0,6.0,4.45,4.81,1.53,117.8,108.1,4.16,-1.34,30000
52,53.0,피어밴드,1985-08-22,KT Wiz,2016,31.0,0.0,0.0,30.0,7.0,13.0,0.0,0.0,182.0,97.0,90.0,803.0,231.0,39.0,1.0,23.0,48.0,0.0,10.0,144.0,3.0,6.0,4.45,4.81,1.53,117.8,108.1,4.16,-1.34,6500
53,54.0,유희관,1986-06-01,Doosan Bears,2016,30.0,0.0,0.0,29.0,15.0,6.0,0.0,0.0,185.2,95.0,91.0,809.0,212.0,39.0,3.0,22.0,58.0,0.0,6.0,102.0,0.0,5.0,4.41,5.27,1.45,115.9,94.9,4.13,-0.36,17400
53,54.0,유희관,1986-06-01,Doosan Bears,2016,30.0,0.0,0.0,29.0,15.0,6.0,0.0,0.0,185.2,95.0,91.0,809.0,212.0,39.0,3.0,22.0,58.0,0.0,6.0,102.0,0.0,5.0,4.41,5.27,1.45,115.9,94.9,4.13,-0.36,18000
54,55.0,윤성환,1981-10-08,Samsung Lions,2016,28.0,1.0,0.0,28.0,11.0,10.0,0.0,0.0,180.0,95.0,87.0,767.0,202.0,35.0,3.0,25.0,41.0,0.0,13.0,85.0,1.0,6.0,4.35,5.55,1.35,121.2,93.9,4.13,-1.03,10000
54,55.0,윤성환,1981-10-08,Samsung Lions,2016,28.0,1.0,0.0,28.0,11.0,10.0,0.0,0.0,180.0,95.0,87.0,767.0,202.0,35.0,3.0,25.0,41.0,0.0,13.0,85.0,1.0,6.0,4.35,5.55,1.35,121.2,93.9,4.13,-1.03,14000
54,55.0,윤성환,1981-10-08,Samsung Lions,2016,28.0,1.0,0.0,28.0,11.0,10.0,0.0,0.0,180.0,95.0,87.0,767.0,202.0,35.0,3.0,25.0,41.0,0.0,13.0,85.0,1.0,6.0,4.35,5.55,1.35,121.2,93.9,4.13,-1.03,2700
57,58.0,레일리,1988-06-29,Lotte Giants,2019,30.0,0.0,0.0,30.0,5.0,14.0,0.0,0.0,181.0,88.0,78.0,791.0,191.0,32.0,4.0,10.0,65.0,1.0,8.0,140.0,1.0,10.0,3.88,3.77,1.41,108.1,111.1,4.08,0.2,0
57,58.0,레일리,1988-06-29,Lotte Giants,2019,30.0,0.0,0.0,30.0,5.0,14.0,0.0,0.0,181.0,88.0,78.0,791.0,191.0,32.0,4.0,10.0,65.0,1.0,8.0,140.0,1.0,10.0,3.88,3.77,1.41,108.1,111.1,4.08,0.2,7600
57,58.0,레일리,1988-06-29,Lotte Giants,2019,30.0,0.0,0.0,30.0,5.0,14.0,0.0,0.0,181.0,88.0,78.0,791.0,191.0,32.0,4.0,10.0,65.0,1.0,8.0,140.0,1.0,10.0,3.88,3.77,1.41,108.1,111.1,4.08,0.2,50000
58,59.0,켈리,1989-10-04,LG Twins,2019,29.0,0.0,0.0,29.0,14.0,12.0,0.0,0.0,180.1,70.0,51.0,747.0,164.0,33.0,3.0,7.0,41.0,0.0,16.0,126.0,0.0,12.0,2.55,3.46,1.14,161.3,118.7,3.98,2.39,0
58,59.0,켈리,1989-10-04,LG Twins,2019,29.0,0.0,0.0,29.0,14.0,12.0,0.0,0.0,180.1,70.0,51.0,747.0,164.0,33.0,3.0,7.0,41.0,0.0,16.0,126.0,0.0,12.0,2.55,3.46,1.14,161.3,118.7,3.98,2.39,15000
59,60.0,김광현,1988-07-22,SSG Landers,2015,30.0,1.0,1.0,29.0,14.0,6.0,0.0,1.0,176.2,86.0,73.0,754.0,173.0,33.0,0.0,19.0,66.0,2.0,3.0,160.0,0.0,10.0,3.72,4.34,1.35,129.9,111.8,3.96,1.89,75000
59,60.0,김광현,1988-07-22,SSG Landers,2015,30.0,1.0,1.0,29.0,14.0,6.0,0.0,1.0,176.2,86.0,73.0,754.0,173.0,33.0,0.0,19.0,66.0,2.0,3.0,160.0,0.0,10.0,3.72,4.34,1.35,129.9,111.8,3.96,1.89,40000
59,60.0,김광현,1988-07-22,SSG Landers,2015,30.0,1.0,1.0,29.0,14.0,6.0,0.0,1.0,176.2,86.0,73.0,754.0,173.0,33.0,0.0,19.0,66.0,2.0,3.0,160.0,0.0,10.0,3.72,4.34,1.35,129.9,111.8,3.96,1.89,40000
60,61.0,이용찬,1989-01-02,Doosan Bears,2018,25.0,1.0,0.0,24.0,15.0,3.0,0.0,0.0,144.0,62.0,58.0,608.0,151.0,24.0,1.0,14.0,36.0,2.0,8.0,102.0,0.0,6.0,3.63,4.56,1.3,139.4,110.8,3.91,0.45,29000
61,62.0,윤성환,1981-10-08,Samsung Lions,2015,30.0,3.0,1.0,30.0,17.0,8.0,0.0,0.0,194.0,86.0,81.0,809.0,199.0,34.0,4.0,27.0,30.0,0.0,10.0,164.0,0.0,1.0,3.76,4.35,1.18,131.4,112.8,3.91,0.67,14000
61,62.0,윤성환,1981-10-08,Samsung Lions,2015,30.0,3.0,1.0,30.0,17.0,8.0,0.0,0.0,194.0,86.0,81.0,809.0,199.0,34.0,4.0,27.0,30.0,0.0,10.0,164.0,0.0,1.0,3.76,4.35,1.18,131.4,112.8,3.91,0.67,10000
62,63.0,켈리,1988-10-14,SSG Landers,2018,28.0,0.0,0.0,28.0,12.0,7.0,0.0,0.0,158.1,78.0,72.0,674.0,152.0,28.0,3.0,18.0,47.0,1.0,13.0,161.0,2.0,5.0,4.09,4.4,1.26,128.5,120.4,3.89,-0.45,0
62,63.0,켈리,1988-10-14,SSG Landers,2018,28.0,0.0,0.0,28.0,12.0,7.0,0.0,0.0,158.1,78.0,72.0,674.0,152.0,28.0,3.0,18.0,47.0,1.0,13.0,161.0,2.0,5.0,4.09,4.4,1.26,128.5,120.4,3.89,-0.45,2700
62,63.0,켈리,1988-10-14,SSG Landers,2018,28.0,0.0,0.0,28.0,12.0,7.0,0.0,0.0,158.1,78.0,72.0,674.0,152.0,28.0,3.0,18.0,47.0,1.0,13.0,161.0,2.0,5.0,4.09,4.4,1.26,128.5,120.4,3.89,-0.45,100000
63,64.0,고우석,1998-08-06,LG Twins,2019,64.0,0.0,0.0,0.0,8.0,2.0,34.0,1.0,70.0,13.0,12.0,284.0,47.0,7.0,1.0,4.0,29.0,4.0,4.0,76.0,0.0,2.0,1.54,3.22,1.09,266.1,126.7,3.89,3.58,45000
64,65.0,윤석민,1986-07-24,Kia Tigers,2015,51.0,0.0,0.0,0.0,2.0,6.0,30.0,0.0,70.0,23.0,23.0,297.0,69.0,11.0,4.0,4.0,24.0,7.0,2.0,68.0,0.0,1.0,2.96,3.23,1.33,166.8,155.3,3.87,1.59,2700
65,66.0,레일리,1988-06-29,Lotte Giants,2015,31.0,1.0,0.0,30.0,11.0,9.0,0.0,0.0,179.1,93.0,78.0,768.0,182.0,27.0,2.0,20.0,57.0,2.0,15.0,134.0,2.0,13.0,3.91,4.74,1.33,128.8,103.9,3.87,0.72,3600
65,66.0,레일리,1988-06-29,Lotte Giants,2015,31.0,1.0,0.0,30.0,11.0,9.0,0.0,0.0,179.1,93.0,78.0,768.0,182.0,27.0,2.0,20.0,57.0,2.0,15.0,134.0,2.0,13.0,3.91,4.74,1.33,128.8,103.9,3.87,0.72,40000
66,67.0,문승원,1989-11-28,SSG Landers,2020,25.0,1.0,0.0,25.0,6.0,8.0,0.0,0.0,145.2,64.0,59.0,610.0,136.0,29.0,0.0,13.0,45.0,0.0,6.0,117.0,0.0,2.0,3.65,4.16,1.24,132.3,117.1,3.82,0.65,10000
67,68.0,정우람,1985-06-01,Hanwha Eagles,2019,57.0,0.0,0.0,0.0,4.0,3.0,26.0,0.0,58.1,11.0,10.0,237.0,57.0,8.0,0.0,4.0,16.0,4.0,1.0,48.0,1.0,2.0,1.54,3.32,1.25,268.5,125.1,3.82,2.59,40000
67,68.0,정우람,1985-06-01,Hanwha Eagles,2019,57.0,0.0,0.0,0.0,4.0,3.0,26.0,0.0,58.1,11.0,10.0,237.0,57.0,8.0,0.0,4.0,16.0,4.0,1.0,48.0,1.0,2.0,1.54,3.32,1.25,268.5,125.1,3.82,2.59,10000
67,68.0,정우람,1985-06-01,Hanwha Eagles,2019,57.0,0.0,0.0,0.0,4.0,3.0,26.0,0.0,58.1,11.0,10.0,237.0,57.0,8.0,0.0,4.0,16.0,4.0,1.0,48.0,1.0,2.0,1.54,3.32,1.25,268.5,125.1,3.82,2.59,23000
67,68.0,정우람,1985-06-01,Hanwha Eagles,2019,57.0,0.0,0.0,0.0,4.0,3.0,26.0,0.0,58.1,11.0,10.0,237.0,57.0,8.0,0.0,4.0,16.0,4.0,1.0,48.0,1.0,2.0,1.54,3.32,1.25,268.5,125.1,3.82,2.59,7100
69,70.0,피어밴드,1985-08-22,Kia Tigers,2018,27.0,1.0,0.0,26.0,8.0,8.0,0.0,0.0,163.1,90.0,78.0,707.0,186.0,27.0,1.0,24.0,38.0,0.0,6.0,141.0,0.0,5.0,4.3,4.83,1.37,123.3,107.7,3.78,-1.28,2700
70,71.0,윤성환,1981-10-08,Samsung Lions,2017,28.0,1.0,0.0,28.0,12.0,9.0,0.0,0.0,174.1,86.0,83.0,731.0,181.0,39.0,4.0,22.0,37.0,0.0,15.0,130.0,0.0,3.0,4.28,4.78,1.25,118.4,105.4,3.73,0.77,7000
70,71.0,윤성환,1981-10-08,Samsung Lions,2017,28.0,1.0,0.0,28.0,12.0,9.0,0.0,0.0,174.1,86.0,83.0,731.0,181.0,39.0,4.0,22.0,37.0,0.0,15.0,130.0,0.0,3.0,4.28,4.78,1.25,118.4,105.4,3.73,0.77,21000
70,71.0,윤성환,1981-10-08,Samsung Lions,2017,28.0,1.0,0.0,28.0,12.0,9.0,0.0,0.0,174.1,86.0,83.0,731.0,181.0,39.0,4.0,22.0,37.0,0.0,15.0,130.0,0.0,3.0,4.28,4.78,1.25,118.4,105.4,3.73,0.77,3000
71,72.0,류제국,1983-05-30,LG Twins,2016,29.0,1.0,1.0,29.0,13.0,11.0,0.0,0.0,161.1,83.0,77.0,701.0,152.0,25.0,0.0,14.0,70.0,0.0,21.0,138.0,0.0,13.0,4.3,4.9,1.38,118.4,102.5,3.7,-0.55,45000
71,72.0,류제국,1983-05-30,LG Twins,2016,29.0,1.0,1.0,29.0,13.0,11.0,0.0,0.0,161.1,83.0,77.0,701.0,152.0,25.0,0.0,14.0,70.0,0.0,21.0,138.0,0.0,13.0,4.3,4.9,1.38,118.4,102.5,3.7,-0.55,5100
72,73.0,김광현,1988-07-22,SSG Landers,2016,27.0,1.0,0.0,21.0,11.0,8.0,0.0,1.0,137.0,68.0,59.0,583.0,139.0,21.0,2.0,17.0,41.0,2.0,6.0,116.0,0.0,3.0,3.88,4.7,1.31,134.7,111.7,3.69,-0.94,40000
72,73.0,김광현,1988-07-22,SSG Landers,2016,27.0,1.0,0.0,21.0,11.0,8.0,0.0,1.0,137.0,68.0,59.0,583.0,139.0,21.0,2.0,17.0,41.0,2.0,6.0,116.0,0.0,3.0,3.88,4.7,1.31,134.7,111.7,3.69,-0.94,75000
72,73.0,김광현,1988-07-22,SSG Landers,2016,27.0,1.0,0.0,21.0,11.0,8.0,0.0,1.0,137.0,68.0,59.0,583.0,139.0,21.0,2.0,17.0,41.0,2.0,6.0,116.0,0.0,3.0,3.88,4.7,1.31,134.7,111.7,3.69,-0.94,40000
73,74.0,브리검,1988-02-10,Kiwoom Heroes,2019,28.0,0.0,0.0,28.0,13.0,5.0,0.0,0.0,158.1,62.0,52.0,669.0,148.0,32.0,2.0,5.0,46.0,0.0,12.0,130.0,1.0,7.0,2.96,3.27,1.23,140.0,126.9,3.69,1.21,13000
73,74.0,브리검,1988-02-10,Kiwoom Heroes,2019,28.0,0.0,0.0,28.0,13.0,5.0,0.0,0.0,158.1,62.0,52.0,669.0,148.0,32.0,2.0,5.0,46.0,0.0,12.0,130.0,1.0,7.0,2.96,3.27,1.23,140.0,126.9,3.69,1.21,15000
73,74.0,브리검,1988-02-10,Kiwoom Heroes,2019,28.0,0.0,0.0,28.0,13.0,5.0,0.0,0.0,158.1,62.0,52.0,669.0,148.0,32.0,2.0,5.0,46.0,0.0,12.0,130.0,1.0,7.0,2.96,3.27,1.23,140.0,126.9,3.69,1.21,0
74,75.0,옥스프링,1977-05-13,KT Wiz,2015,31.0,3.0,0.0,31.0,12.0,10.0,0.0,0.0,185.0,104.0,92.0,806.0,200.0,33.0,0.0,23.0,66.0,0.0,10.0,142.0,0.0,5.0,4.48,4.93,1.44,112.3,99.2,3.68,-2.22,8500
75,76.0,최원태,1997-01-07,Nexen Heroes,2018,23.0,1.0,0.0,23.0,13.0,7.0,0.0,0.0,134.1,62.0,59.0,577.0,144.0,28.0,0.0,8.0,35.0,0.0,11.0,101.0,0.0,3.0,3.95,4.13,1.33,130.4,124.5,3.66,0.77,7300
75,76.0,최원태,1997-01-07,Nexen Heroes,2018,23.0,1.0,0.0,23.0,13.0,7.0,0.0,0.0,134.1,62.0,59.0,577.0,144.0,28.0,0.0,8.0,35.0,0.0,11.0,101.0,0.0,3.0,3.95,4.13,1.33,130.4,124.5,3.66,0.77,15000
76,77.0,유희관,1986-06-01,Doosan Bears,2019,28.0,2.0,0.0,27.0,11.0,8.0,0.0,0.0,166.1,67.0,60.0,692.0,171.0,37.0,2.0,8.0,42.0,3.0,3.0,64.0,0.0,2.0,3.25,4.02,1.28,126.5,102.3,3.55,1.7,0
76,77.0,유희관,1986-06-01,Doosan Bears,2019,28.0,2.0,0.0,27.0,11.0,8.0,0.0,0.0,166.1,67.0,60.0,692.0,171.0,37.0,2.0,8.0,42.0,3.0,3.0,64.0,0.0,2.0,3.25,4.02,1.28,126.5,102.3,3.55,1.7,25000
76,77.0,유희관,1986-06-01,Doosan Bears,2019,28.0,2.0,0.0,27.0,11.0,8.0,0.0,0.0,166.1,67.0,60.0,692.0,171.0,37.0,2.0,8.0,42.0,3.0,3.0,64.0,0.0,2.0,3.25,4.02,1.28,126.5,102.3,3.55,1.7,10000
77,78.0,레일리,1988-06-29,Lotte Giants,2016,31.0,1.0,1.0,31.0,8.0,10.0,0.0,0.0,184.2,105.0,89.0,808.0,207.0,36.0,4.0,21.0,51.0,1.0,17.0,147.0,2.0,5.0,4.34,4.77,1.4,120.5,109.6,3.52,-1.55,3600
77,78.0,레일리,1988-06-29,Lotte Giants,2016,31.0,1.0,1.0,31.0,8.0,10.0,0.0,0.0,184.2,105.0,89.0,808.0,207.0,36.0,4.0,21.0,51.0,1.0,17.0,147.0,2.0,5.0,4.34,4.77,1.4,120.5,109.6,3.52,-1.55,40000
78,79.0,플렉센,1994-07-01,Doosan Bears,2020,21.0,0.0,0.0,21.0,8.0,4.0,0.0,0.0,116.2,43.0,39.0,472.0,97.0,14.0,0.0,6.0,30.0,2.0,2.0,132.0,0.0,5.0,3.01,2.73,1.09,154.0,169.7,3.51,1.01,27500
79,80.0,박종훈,1991-08-13,SSG Landers,2017,29.0,0.0,0.0,28.0,12.0,7.0,0.0,1.0,151.1,74.0,69.0,664.0,145.0,26.0,0.0,16.0,61.0,1.0,25.0,107.0,0.0,4.0,4.1,5.38,1.36,122.7,93.8,3.48,0.23,3000
79,80.0,박종훈,1991-08-13,SSG Landers,2017,29.0,0.0,0.0,28.0,12.0,7.0,0.0,1.0,151.1,74.0,69.0,664.0,145.0,26.0,0.0,16.0,61.0,1.0,25.0,107.0,0.0,4.0,4.1,5.38,1.36,122.7,93.8,3.48,0.23,18000
80,81.0,팻딘,1989-05-25,Kia Tigers,2017,30.0,1.0,0.0,29.0,9.0,7.0,0.0,0.0,176.0,86.0,81.0,770.0,211.0,39.0,3.0,22.0,39.0,1.0,16.0,143.0,0.0,3.0,4.14,4.66,1.42,120.0,107.3,3.46,0.5,2700
82,83.0,니퍼트,1981-05-06,Doosan Bears,2017,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,179.2,88.0,81.0,782.0,175.0,35.0,5.0,20.0,77.0,0.0,10.0,161.0,0.0,13.0,4.06,4.84,1.4,118.6,99.2,3.44,0.34,25000
82,83.0,니퍼트,1981-05-06,Doosan Bears,2017,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,179.2,88.0,81.0,782.0,175.0,35.0,5.0,20.0,77.0,0.0,10.0,161.0,0.0,13.0,4.06,4.84,1.4,118.6,99.2,3.44,0.34,80000
82,83.0,니퍼트,1981-05-06,Doosan Bears,2017,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,179.2,88.0,81.0,782.0,175.0,35.0,5.0,20.0,77.0,0.0,10.0,161.0,0.0,13.0,4.06,4.84,1.4,118.6,99.2,3.44,0.34,4000
84,85.0,윌슨,1989-09-25,LG Twins,2019,30.0,1.0,0.0,30.0,14.0,7.0,0.0,0.0,185.0,77.0,60.0,763.0,171.0,27.0,2.0,7.0,43.0,1.0,11.0,137.0,0.0,6.0,2.92,3.27,1.16,140.6,125.4,3.4,1.88,85000
85,86.0,최원태,1997-01-07,Nexen Heroes,2017,25.0,0.0,0.0,25.0,11.0,7.0,0.0,0.0,149.1,76.0,74.0,637.0,161.0,24.0,3.0,19.0,34.0,0.0,12.0,126.0,1.0,5.0,4.46,4.63,1.31,111.5,105.6,3.39,0.7,4700
85,86.0,최원태,1997-01-07,Nexen Heroes,2017,25.0,0.0,0.0,25.0,11.0,7.0,0.0,0.0,149.1,76.0,74.0,637.0,161.0,24.0,3.0,19.0,34.0,0.0,12.0,126.0,1.0,5.0,4.46,4.63,1.31,111.5,105.6,3.39,0.7,8300
86,87.0,박종훈,1991-08-13,SSG Landers,2018,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,159.1,81.0,74.0,702.0,158.0,31.0,3.0,16.0,54.0,0.0,20.0,133.0,0.0,3.0,4.18,4.86,1.33,125.8,108.3,3.38,-0.38,4500
86,87.0,박종훈,1991-08-13,SSG Landers,2018,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,159.1,81.0,74.0,702.0,158.0,31.0,3.0,16.0,54.0,0.0,20.0,133.0,0.0,3.0,4.18,4.86,1.33,125.8,108.3,3.38,-0.38,2900
86,87.0,박종훈,1991-08-13,SSG Landers,2018,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,159.1,81.0,74.0,702.0,158.0,31.0,3.0,16.0,54.0,0.0,20.0,133.0,0.0,3.0,4.18,4.86,1.33,125.8,108.3,3.38,-0.38,23000
87,88.0,조상우,1994-09-04,Nexen Heroes,2015,70.0,0.0,0.0,0.0,8.0,5.0,5.0,19.0,93.1,36.0,32.0,382.0,65.0,15.0,2.0,4.0,41.0,1.0,6.0,89.0,0.0,7.0,3.09,3.74,1.14,161.3,131.8,3.36,0.55,13000
90,91.0,밴헤켄,1979-07-31,Nexen Heroes,2017,24.0,0.0,0.0,24.0,8.0,7.0,0.0,0.0,138.1,68.0,58.0,591.0,140.0,24.0,1.0,13.0,42.0,0.0,2.0,139.0,0.0,4.0,3.77,3.9,1.32,131.8,125.7,3.29,-0.42,0
90,91.0,밴헤켄,1979-07-31,Nexen Heroes,2017,24.0,0.0,0.0,24.0,8.0,7.0,0.0,0.0,138.1,68.0,58.0,591.0,140.0,24.0,1.0,13.0,42.0,0.0,2.0,139.0,0.0,4.0,3.77,3.9,1.32,131.8,125.7,3.29,-0.42,10000
90,91.0,밴헤켄,1979-07-31,Nexen Heroes,2017,24.0,0.0,0.0,24.0,8.0,7.0,0.0,0.0,138.1,68.0,58.0,591.0,140.0,24.0,1.0,13.0,42.0,0.0,2.0,139.0,0.0,4.0,3.77,3.9,1.32,131.8,125.7,3.29,-0.42,7300
91,92.0,정우람,1985-06-01,Hanwha Eagles,2016,61.0,0.0,0.0,0.0,8.0,5.0,16.0,1.0,81.0,33.0,30.0,331.0,64.0,14.0,1.0,7.0,26.0,6.0,4.0,85.0,1.0,5.0,3.33,3.71,1.11,157.5,141.0,3.26,1.95,3700
91,92.0,정우람,1985-06-01,Hanwha Eagles,2016,61.0,0.0,0.0,0.0,8.0,5.0,16.0,1.0,81.0,33.0,30.0,331.0,64.0,14.0,1.0,7.0,26.0,6.0,4.0,85.0,1.0,5.0,3.33,3.71,1.11,157.5,141.0,3.26,1.95,40000
91,92.0,정우람,1985-06-01,Hanwha Eagles,2016,61.0,0.0,0.0,0.0,8.0,5.0,16.0,1.0,81.0,33.0,30.0,331.0,64.0,14.0,1.0,7.0,26.0,6.0,4.0,85.0,1.0,5.0,3.33,3.71,1.11,157.5,141.0,3.26,1.95,60000
92,93.0,임창민,1985-08-25,NC Dinos,2016,65.0,0.0,0.0,0.0,1.0,3.0,26.0,6.0,70.0,22.0,20.0,302.0,61.0,9.0,0.0,5.0,30.0,0.0,5.0,91.0,1.0,8.0,2.57,3.62,1.3,198.0,141.3,3.25,1.69,8900
93,94.0,정우람,1985-06-01,SSG Landers,2015,69.0,0.0,0.0,0.0,7.0,5.0,16.0,11.0,70.0,25.0,25.0,287.0,52.0,12.0,0.0,3.0,28.0,5.0,1.0,90.0,0.0,3.0,3.21,2.63,1.14,150.3,181.6,3.24,1.38,3700
93,94.0,정우람,1985-06-01,SSG Landers,2015,69.0,0.0,0.0,0.0,7.0,5.0,16.0,11.0,70.0,25.0,25.0,287.0,52.0,12.0,0.0,3.0,28.0,5.0,1.0,90.0,0.0,3.0,3.21,2.63,1.14,150.3,181.6,3.24,1.38,40000
93,94.0,정우람,1985-06-01,SSG Landers,2015,69.0,0.0,0.0,0.0,7.0,5.0,16.0,11.0,70.0,25.0,25.0,287.0,52.0,12.0,0.0,3.0,28.0,5.0,1.0,90.0,0.0,3.0,3.21,2.63,1.14,150.3,181.6,3.24,1.38,30000
93,94.0,정우람,1985-06-01,SSG Landers,2015,69.0,0.0,0.0,0.0,7.0,5.0,16.0,11.0,70.0,25.0,25.0,287.0,52.0,12.0,0.0,3.0,28.0,5.0,1.0,90.0,0.0,3.0,3.21,2.63,1.14,150.3,181.6,3.24,1.38,60000
94,95.0,함덕주,1995-01-13,Doosan Bears,2017,35.0,0.0,0.0,24.0,9.0,8.0,0.0,2.0,137.1,61.0,56.0,598.0,128.0,27.0,1.0,8.0,64.0,2.0,4.0,139.0,1.0,3.0,3.67,3.91,1.4,131.2,124.2,3.22,0.52,6200
94,95.0,함덕주,1995-01-13,Doosan Bears,2017,35.0,0.0,0.0,24.0,9.0,8.0,0.0,2.0,137.1,61.0,56.0,598.0,128.0,27.0,1.0,8.0,64.0,2.0,4.0,139.0,1.0,3.0,3.67,3.91,1.4,131.2,124.2,3.22,0.52,15000
98,99.0,피어밴드,1985-08-22,Nexen Heroes,2015,30.0,0.0,0.0,30.0,13.0,11.0,0.0,0.0,177.1,101.0,92.0,774.0,202.0,34.0,7.0,23.0,61.0,1.0,12.0,137.0,3.0,7.0,4.67,4.97,1.48,106.6,100.0,3.1,-1.35,30000
98,99.0,피어밴드,1985-08-22,Nexen Heroes,2015,30.0,0.0,0.0,30.0,13.0,11.0,0.0,0.0,177.1,101.0,92.0,774.0,202.0,34.0,7.0,23.0,61.0,1.0,12.0,137.0,3.0,7.0,4.67,4.97,1.48,106.6,100.0,3.1,-1.35,6500
99,100.0,최원태,1997-01-07,Kiwoom Heroes,2019,27.0,0.0,0.0,27.0,11.0,5.0,0.0,0.0,157.1,68.0,59.0,666.0,165.0,28.0,2.0,5.0,36.0,0.0,5.0,105.0,0.0,5.0,3.38,3.26,1.28,122.6,127.1,3.1,0.6,0
99,100.0,최원태,1997-01-07,Kiwoom Heroes,2019,27.0,0.0,0.0,27.0,11.0,5.0,0.0,0.0,157.1,68.0,59.0,666.0,165.0,28.0,2.0,5.0,36.0,0.0,5.0,105.0,0.0,5.0,3.38,3.26,1.28,122.6,127.1,3.1,0.6,15000
