,rank,name,birth,team,year,gp,cg,sho,gs,win,loss,save,hold,inning,runs,earned_run,batter_faced,hits,base2,base3,home_run,walk,intentional_walk,hb,so,balk,wild,ERA,FIP,WHIP,ERAplus,FIPplus,WAR,WPA,salary
242,243.0,김상수,1988-01-02,Kiwoom Heroes,2019,67.0,0.0,0.0,0.0,3.0,5.0,0.0,40.0,56.2,19.0,18.0,238.0,50.0,6.0,0.0,3.0,28.0,1.0,2.0,60.0,0.0,0.0,2.86,3.51,1.38,144.8,117.7,1.73,1.04,4000
243,244.0,박치국,1998-03-10,Doosan Bears,2018,67.0,0.0,0.0,0.0,1.0,5.0,3.0,17.0,67.0,30.0,27.0,293.0,80.0,13.0,0.0,5.0,15.0,4.0,9.0,60.0,1.0,1.0,3.63,3.91,1.42,139.4,129.6,1.72,0.27,8500
244,245.0,노경은,1984-03-11,Lotte Giants,2020,25.0,1.0,0.0,24.0,5.0,10.0,0.0,0.0,133.0,76.0,72.0,574.0,139.0,31.0,1.0,19.0,40.0,2.0,3.0,77.0,0.0,3.0,4.87,5.18,1.35,100.0,92.7,1.7,-0.54,2700
245,246.0,이재학,1990-10-04,NC Dinos,2019,24.0,0.0,0.0,23.0,10.0,4.0,0.0,0.0,129.2,62.0,55.0,560.0,133.0,24.0,2.0,6.0,43.0,0.0,9.0,91.0,0.0,6.0,3.82,3.8,1.36,110.4,110.9,1.7,0.29,16500
246,247.0,김재윤,1990-09-16,Kia Tigers,2019,43.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,47.2,13.0,12.0,177.0,27.0,3.0,0.0,4.0,12.0,2.0,1.0,42.0,0.0,1.0,2.27,3.42,0.82,182.7,120.2,1.68,1.38,10000
248,249.0,윤규진,1984-07-28,Hanwha Eagles,2017,36.0,0.0,0.0,18.0,8.0,7.0,0.0,2.0,119.0,71.0,69.0,526.0,138.0,20.0,2.0,19.0,44.0,0.0,4.0,93.0,0.0,5.0,5.22,5.46,1.53,96.4,92.9,1.68,-0.29,5400
249,250.0,채병용,1982-04-25,SSG Landers,2016,68.0,0.0,0.0,0.0,6.0,3.0,2.0,9.0,83.2,43.0,40.0,345.0,77.0,14.0,1.0,9.0,29.0,1.0,3.0,67.0,0.0,2.0,4.3,4.7,1.27,121.3,111.5,1.67,1.93,10000
250,251.0,문승원,1989-11-28,SSG Landers,2017,29.0,1.0,0.0,29.0,6.0,12.0,0.0,0.0,155.1,98.0,92.0,695.0,181.0,32.0,2.0,25.0,54.0,1.0,11.0,86.0,1.0,5.0,5.33,5.96,1.51,94.4,85.1,1.67,-1.89,3000
253,254.0,임창민,1985-08-25,NC Dinos,2015,61.0,0.0,0.0,0.0,1.0,5.0,31.0,0.0,64.0,28.0,27.0,266.0,57.0,5.0,2.0,7.0,21.0,2.0,1.0,72.0,0.0,3.0,3.8,3.73,1.22,126.2,130.7,1.64,2.04,8900
254,255.0,구창모,1997-02-17,NC Dinos,2018,36.0,0.0,0.0,23.0,5.0,11.0,0.0,1.0,133.0,83.0,79.0,598.0,158.0,31.0,2.0,21.0,52.0,0.0,7.0,116.0,1.0,16.0,5.35,5.47,1.58,97.1,96.1,1.63,-1.07,3300
254,255.0,구창모,1997-02-17,NC Dinos,2018,36.0,0.0,0.0,23.0,5.0,11.0,0.0,1.0,133.0,83.0,79.0,598.0,158.0,31.0,2.0,21.0,52.0,0.0,7.0,116.0,1.0,16.0,5.35,5.47,1.58,97.1,96.1,1.63,-1.07,4000
258,259.0,전상현,1996-04-18,Kia Tigers,2020,47.0,0.0,0.0,0.0,2.0,2.0,15.0,13.0,47.2,21.0,13.0,198.0,35.0,6.0,1.0,4.0,22.0,0.0,0.0,64.0,0.0,2.0,2.45,3.35,1.2,195.5,145.0,1.61,1.87,11500
268,269.0,김진성,1985-03-07,NC Dinos,2016,69.0,0.0,0.0,0.0,6.0,8.0,1.0,14.0,84.1,44.0,42.0,347.0,79.0,11.0,3.0,15.0,16.0,0.0,2.0,100.0,1.0,8.0,4.48,4.37,1.13,113.6,116.9,1.52,-0.58,2800
275,276.0,장필준,1988-04-08,Samsung Lions,2018,61.0,0.0,0.0,0.0,5.0,5.0,6.0,13.0,66.1,35.0,32.0,290.0,65.0,15.0,1.0,6.0,25.0,2.0,6.0,74.0,0.0,0.0,4.34,4.09,1.36,122.2,127.5,1.49,-0.78,2900
281,282.0,박치국,1998-03-10,Doosan Bears,2020,63.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,71.2,34.0,23.0,317.0,65.0,12.0,2.0,5.0,34.0,4.0,5.0,66.0,0.0,1.0,2.89,4.09,1.38,160.4,113.5,1.46,-0.27,15500
282,283.0,김진성,1985-03-07,NC Dinos,2020,48.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,47.1,16.0,14.0,190.0,41.0,8.0,2.0,4.0,10.0,1.0,0.0,56.0,0.0,2.0,2.66,2.86,1.08,183.5,169.7,1.46,1.13,21500
283,284.0,이현승,1983-10-11,Doosan Bears,2017,57.0,0.0,0.0,0.0,3.0,2.0,5.0,9.0,52.0,23.0,23.0,235.0,62.0,9.0,2.0,4.0,16.0,3.0,4.0,38.0,0.0,0.0,3.98,4.25,1.5,120.9,113.6,1.45,-0.9,22000
285,286.0,차우찬,1987-05-31,LG Twins,2019,29.0,0.0,0.0,28.0,13.0,8.0,0.0,0.0,168.1,87.0,77.0,730.0,181.0,30.0,1.0,16.0,59.0,0.0,5.0,124.0,0.0,13.0,4.12,4.31,1.43,99.7,94.1,1.44,0.19,0
285,286.0,차우찬,1987-05-31,LG Twins,2019,29.0,0.0,0.0,28.0,13.0,8.0,0.0,0.0,168.1,87.0,77.0,730.0,181.0,30.0,1.0,16.0,59.0,0.0,5.0,124.0,0.0,13.0,4.12,4.31,1.43,99.7,94.1,1.44,0.19,15000
288,289.0,손승락,1982-03-04,Lotte Giants,2016,48.0,0.0,0.0,0.0,7.0,3.0,20.0,0.0,50.2,25.0,24.0,232.0,61.0,6.0,1.0,5.0,24.0,4.0,3.0,48.0,1.0,5.0,4.26,4.54,1.68,122.6,114.9,1.42,0.8,52500
290,291.0,장시환,1987-11-01,Hanwha Eagles,2020,26.0,0.0,0.0,26.0,4.0,14.0,0.0,0.0,132.2,81.0,74.0,603.0,139.0,27.0,1.0,15.0,74.0,0.0,8.0,115.0,0.0,10.0,5.02,5.15,1.61,94.2,93.1,1.4,-1.62,21000
292,293.0,우규민,1985-01-21,Samsung Lions,2018,48.0,0.0,0.0,0.0,4.0,1.0,0.0,10.0,58.2,28.0,28.0,246.0,70.0,12.0,0.0,6.0,12.0,1.0,5.0,48.0,0.0,0.0,4.3,4.34,1.4,123.5,120.6,1.39,-0.22,8000
296,297.0,김재윤,1990-09-16,Kia Tigers,2018,62.0,0.0,0.0,0.0,7.0,5.0,15.0,0.0,61.0,34.0,31.0,271.0,76.0,10.0,1.0,11.0,15.0,4.0,1.0,66.0,0.0,3.0,4.57,4.6,1.49,115.9,113.2,1.38,-0.37,10000
298,299.0,함덕주,1995-01-13,Doosan Bears,2015,68.0,0.0,0.0,0.0,7.0,2.0,2.0,16.0,61.2,30.0,25.0,278.0,52.0,10.0,1.0,4.0,46.0,1.0,2.0,76.0,1.0,2.0,3.65,4.28,1.59,128.5,111.0,1.35,3.07,12000
298,299.0,함덕주,1995-01-13,Doosan Bears,2015,68.0,0.0,0.0,0.0,7.0,2.0,2.0,16.0,61.2,30.0,25.0,278.0,52.0,10.0,1.0,4.0,46.0,1.0,2.0,76.0,1.0,2.0,3.65,4.28,1.59,128.5,111.0,1.35,3.07,6200
300,301.0,이용찬,1989-01-02,Doosan Bears,2019,26.0,0.0,0.0,26.0,7.0,10.0,0.0,0.0,148.1,75.0,67.0,651.0,168.0,28.0,2.0,15.0,45.0,3.0,6.0,102.0,0.0,3.0,4.07,4.31,1.44,101.0,93.9,1.35,0.09,29000
304,305.0,함덕주,1995-01-13,Doosan Bears,2020,36.0,0.0,0.0,6.0,5.0,1.0,10.0,2.0,55.1,25.0,24.0,240.0,55.0,7.0,0.0,2.0,21.0,2.0,0.0,55.0,0.0,7.0,3.9,3.07,1.37,118.7,152.5,1.34,-0.39,15500
304,305.0,함덕주,1995-01-13,Doosan Bears,2020,36.0,0.0,0.0,6.0,5.0,1.0,10.0,2.0,55.1,25.0,24.0,240.0,55.0,7.0,0.0,2.0,21.0,2.0,0.0,55.0,0.0,7.0,3.9,3.07,1.37,118.7,152.5,1.34,-0.39,15000
306,307.0,이영하,1997-11-01,Doosan Bears,2018,40.0,0.0,0.0,17.0,10.0,3.0,0.0,2.0,122.2,75.0,72.0,555.0,140.0,28.0,5.0,15.0,54.0,1.0,9.0,90.0,0.0,8.0,5.28,5.47,1.58,95.7,92.1,1.32,-1.25,6300
306,307.0,이영하,1997-11-01,Doosan Bears,2018,40.0,0.0,0.0,17.0,10.0,3.0,0.0,2.0,122.2,75.0,72.0,555.0,140.0,28.0,5.0,15.0,54.0,1.0,9.0,90.0,0.0,8.0,5.28,5.47,1.58,95.7,92.1,1.32,-1.25,0
307,308.0,장필준,1988-04-08,Samsung Lions,2017,56.0,0.0,0.0,0.0,4.0,8.0,21.0,3.0,67.1,37.0,35.0,307.0,82.0,9.0,2.0,6.0,26.0,3.0,4.0,82.0,0.0,3.0,4.68,3.66,1.6,108.4,137.0,1.3,-1.67,0
309,310.0,서폴드,1990-01-16,Hanwha Eagles,2020,28.0,1.0,1.0,28.0,10.0,13.0,0.0,0.0,165.0,107.0,90.0,734.0,203.0,30.0,3.0,19.0,42.0,0.0,13.0,97.0,0.0,10.0,4.91,4.88,1.49,96.3,98.2,1.3,-1.5,20000
310,311.0,최원준,1994-12-21,Doosan Bears,2019,34.0,0.0,0.0,3.0,1.0,2.0,1.0,4.0,54.1,17.0,16.0,228.0,52.0,12.0,1.0,1.0,16.0,1.0,4.0,38.0,0.0,1.0,2.65,3.29,1.25,154.9,125.5,1.29,-0.23,15500
315,316.0,박민호,1992-02-25,SSG Landers,2019,47.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,50.1,17.0,15.0,209.0,49.0,10.0,0.0,2.0,14.0,0.0,4.0,22.0,0.0,0.0,2.68,4.12,1.25,158.7,102.7,1.26,-0.28,19000
317,318.0,정우람,1985-06-01,Hanwha Eagles,2020,50.0,0.0,0.0,0.0,3.0,5.0,16.0,0.0,54.1,29.0,29.0,230.0,58.0,11.0,1.0,4.0,12.0,1.0,5.0,53.0,0.0,2.0,4.8,3.45,1.29,98.4,138.6,1.23,1.02,40000
317,318.0,정우람,1985-06-01,Hanwha Eagles,2020,50.0,0.0,0.0,0.0,3.0,5.0,16.0,0.0,54.1,29.0,29.0,230.0,58.0,11.0,1.0,4.0,12.0,1.0,5.0,53.0,0.0,2.0,4.8,3.45,1.29,98.4,138.6,1.23,1.02,23000
317,318.0,정우람,1985-06-01,Hanwha Eagles,2020,50.0,0.0,0.0,0.0,3.0,5.0,16.0,0.0,54.1,29.0,29.0,230.0,58.0,11.0,1.0,4.0,12.0,1.0,5.0,53.0,0.0,2.0,4.8,3.45,1.29,98.4,138.6,1.23,1.02,11000
318,319.0,이용찬,1989-01-02,Doosan Bears,2017,68.0,0.0,0.0,0.0,5.0,5.0,22.0,2.0,71.2,38.0,35.0,324.0,83.0,16.0,1.0,5.0,27.0,1.0,4.0,57.0,0.0,3.0,4.4,4.31,1.54,109.5,112.6,1.23,1.72,16000
332,333.0,장시환,1987-11-01,Lotte Giants,2019,27.0,0.0,0.0,27.0,6.0,13.0,0.0,0.0,125.1,78.0,69.0,570.0,147.0,29.0,1.0,12.0,58.0,1.0,2.0,109.0,0.0,17.0,4.95,4.32,1.64,84.6,97.2,1.18,-0.61,11500
333,334.0,심창민,1993-02-01,Samsung Lions,2015,61.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,67.1,32.0,32.0,280.0,54.0,13.0,0.0,7.0,24.0,1.0,5.0,91.0,0.0,2.0,4.28,3.51,1.16,115.4,139.8,1.17,0.05,0
336,337.0,박종훈,1991-08-13,SSG Landers,2015,33.0,0.0,0.0,23.0,6.0,8.0,0.0,0.0,118.0,74.0,68.0,530.0,123.0,27.0,0.0,7.0,53.0,1.0,17.0,105.0,0.0,5.0,5.19,4.36,1.49,93.1,110.4,1.17,-1.17,2900
336,337.0,박종훈,1991-08-13,SSG Landers,2015,33.0,0.0,0.0,23.0,6.0,8.0,0.0,0.0,118.0,74.0,68.0,530.0,123.0,27.0,0.0,7.0,53.0,1.0,17.0,105.0,0.0,5.0,5.19,4.36,1.49,93.1,110.4,1.17,-1.17,4500
336,337.0,박종훈,1991-08-13,SSG Landers,2015,33.0,0.0,0.0,23.0,6.0,8.0,0.0,0.0,118.0,74.0,68.0,530.0,123.0,27.0,0.0,7.0,53.0,1.0,17.0,105.0,0.0,5.0,5.19,4.36,1.49,93.1,110.4,1.17,-1.17,15000
336,337.0,박종훈,1991-08-13,SSG Landers,2015,33.0,0.0,0.0,23.0,6.0,8.0,0.0,0.0,118.0,74.0,68.0,530.0,123.0,27.0,0.0,7.0,53.0,1.0,17.0,105.0,0.0,5.0,5.19,4.36,1.49,93.1,110.4,1.17,-1.17,3800
348,349.0,라이블리,1992-03-05,Samsung Lions,2019,9.0,1.0,1.0,9.0,4.0,4.0,0.0,0.0,57.0,26.0,25.0,236.0,51.0,9.0,4.0,4.0,13.0,0.0,5.0,58.0,0.0,0.0,3.95,3.23,1.12,109.9,132.1,1.1,0.25,12000
350,351.0,윌슨,1989-09-25,LG Twins,2020,25.0,0.0,0.0,25.0,10.0,8.0,0.0,0.0,144.2,81.0,71.0,628.0,161.0,23.0,2.0,13.0,39.0,0.0,8.0,109.0,1.0,3.0,4.42,4.19,1.38,104.8,110.2,1.1,-0.67,120000
353,354.0,서진용,1992-10-02,SSG Landers,2020,63.0,0.0,0.0,0.0,2.0,7.0,8.0,12.0,61.0,33.0,28.0,264.0,52.0,4.0,1.0,11.0,34.0,1.0,1.0,56.0,0.0,7.0,4.13,5.74,1.41,116.8,85.4,1.09,-1.57,3000
355,356.0,한현희,1993-06-25,Kiwoom Heroes,2020,25.0,0.0,0.0,25.0,7.0,9.0,0.0,0.0,135.2,77.0,75.0,587.0,141.0,20.0,1.0,10.0,37.0,2.0,14.0,109.0,2.0,3.0,4.98,3.99,1.31,94.8,116.8,1.09,0.38,4700
358,359.0,신재웅,1982-03-28,SSG Landers,2017,32.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,31.0,11.0,11.0,126.0,23.0,6.0,1.0,3.0,15.0,0.0,0.0,29.0,0.0,1.0,3.19,4.57,1.23,157.6,110.4,1.07,0.36,19000
364,365.0,김태훈,1990-05-19,SSG Landers,2019,71.0,0.0,0.0,0.0,4.0,5.0,7.0,27.0,69.2,33.0,31.0,296.0,62.0,8.0,0.0,4.0,26.0,0.0,4.0,76.0,0.0,7.0,4.0,3.26,1.26,106.3,130.9,1.05,0.42,6500
366,367.0,김강률,1988-08-28,Doosan Bears,2018,65.0,0.0,0.0,0.0,5.0,0.0,6.0,11.0,76.0,42.0,39.0,317.0,72.0,10.0,0.0,7.0,24.0,1.0,3.0,81.0,0.0,6.0,4.62,3.93,1.26,109.4,128.3,1.04,1.51,9000
375,376.0,김재윤,1990-09-16,KT Wiz,2015,42.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,44.2,23.0,21.0,188.0,46.0,9.0,0.0,3.0,12.0,2.0,1.0,70.0,0.0,1.0,4.23,2.09,1.3,118.8,240.5,1.02,-0.84,12000
376,377.0,김재윤,1990-09-16,KT Wiz,2016,52.0,0.0,0.0,0.0,8.0,1.0,14.0,1.0,54.1,31.0,30.0,235.0,61.0,13.0,0.0,6.0,15.0,0.0,1.0,73.0,0.0,3.0,4.97,3.42,1.4,105.2,154.1,1.02,1.22,22000
376,377.0,김재윤,1990-09-16,KT Wiz,2016,52.0,0.0,0.0,0.0,8.0,1.0,14.0,1.0,54.1,31.0,30.0,235.0,61.0,13.0,0.0,6.0,15.0,0.0,1.0,73.0,0.0,3.0,4.97,3.42,1.4,105.2,154.1,1.02,1.22,0
387,388.0,박세웅,1995-11-30,Lotte Giants,2019,12.0,0.0,0.0,12.0,3.0,6.0,0.0,0.0,60.0,33.0,28.0,263.0,66.0,12.0,3.0,3.0,23.0,0.0,0.0,44.0,0.0,4.0,4.2,3.74,1.48,99.8,112.2,0.98,-0.45,23500
389,390.0,김상수,1988-01-02,Nexen Heroes,2018,58.0,0.0,0.0,0.0,2.0,3.0,18.0,14.0,55.2,32.0,32.0,239.0,53.0,10.0,0.0,9.0,23.0,2.0,1.0,68.0,0.0,6.0,5.17,4.68,1.37,99.6,108.5,0.97,-0.39,4000
389,390.0,김상수,1988-01-02,Nexen Heroes,2018,58.0,0.0,0.0,0.0,2.0,3.0,18.0,14.0,55.2,32.0,32.0,239.0,53.0,10.0,0.0,9.0,23.0,2.0,1.0,68.0,0.0,6.0,5.17,4.68,1.37,99.6,108.5,0.97,-0.39,2700
391,392.0,박세웅,1995-11-30,Lotte Giants,2016,27.0,0.0,0.0,27.0,7.0,12.0,0.0,0.0,139.0,97.0,89.0,627.0,160.0,31.0,3.0,17.0,62.0,0.0,6.0,133.0,0.0,9.0,5.76,4.94,1.6,90.7,105.7,0.95,-1.83,14500
391,392.0,박세웅,1995-11-30,Lotte Giants,2016,27.0,0.0,0.0,27.0,7.0,12.0,0.0,0.0,139.0,97.0,89.0,627.0,160.0,31.0,3.0,17.0,62.0,0.0,6.0,133.0,0.0,9.0,5.76,4.94,1.6,90.7,105.7,0.95,-1.83,0
394,395.0,장현식,1995-02-24,NC Dinos,2017,31.0,0.0,0.0,22.0,9.0,9.0,0.0,0.0,134.1,86.0,79.0,600.0,139.0,28.0,0.0,18.0,66.0,0.0,5.0,120.0,0.0,15.0,5.29,5.28,1.53,93.7,94.9,0.94,-1.06,4000
395,396.0,해커,1983-03-26,Nexen Heroes,2018,14.0,0.0,0.0,13.0,5.0,3.0,0.0,0.0,79.2,49.0,46.0,349.0,86.0,16.0,0.0,16.0,30.0,0.0,5.0,56.0,1.0,2.0,5.2,6.36,1.46,99.2,80.0,0.94,-0.9,9000
395,396.0,해커,1983-03-26,Nexen Heroes,2018,14.0,0.0,0.0,13.0,5.0,3.0,0.0,0.0,79.2,49.0,46.0,349.0,86.0,16.0,0.0,16.0,30.0,0.0,5.0,56.0,1.0,2.0,5.2,6.36,1.46,99.2,80.0,0.94,-0.9,14000
395,396.0,해커,1983-03-26,Nexen Heroes,2018,14.0,0.0,0.0,13.0,5.0,3.0,0.0,0.0,79.2,49.0,46.0,349.0,86.0,16.0,0.0,16.0,30.0,0.0,5.0,56.0,1.0,2.0,5.2,6.36,1.46,99.2,80.0,0.94,-0.9,100000
399,400.0,손승락,1982-03-04,Nexen Heroes,2015,58.0,0.0,0.0,0.0,4.0,6.0,23.0,0.0,61.1,35.0,26.0,272.0,73.0,7.0,1.0,6.0,13.0,2.0,3.0,63.0,0.0,1.0,3.82,3.52,1.4,130.4,141.6,0.92,-1.2,52500
401,402.0,박희수,1983-07-13,SSG Landers,2019,34.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,28.2,8.0,4.0,124.0,29.0,2.0,0.0,1.0,13.0,0.0,3.0,14.0,0.0,0.0,1.26,4.55,1.47,338.9,92.7,0.91,0.28,4200
410,411.0,권혁,1983-11-06,Hanwha Eagles,2015,78.0,0.0,0.0,0.0,9.0,13.0,17.0,6.0,112.0,68.0,62.0,506.0,124.0,21.0,1.0,15.0,53.0,7.0,5.0,88.0,1.0,5.0,4.98,5.15,1.58,100.0,95.7,0.87,-1.76,12500
414,415.0,김진성,1985-03-07,NC Dinos,2015,59.0,0.0,0.0,0.0,3.0,4.0,5.0,12.0,66.0,35.0,33.0,271.0,59.0,9.0,1.0,14.0,18.0,0.0,1.0,70.0,0.0,2.0,4.5,5.12,1.17,106.5,95.2,0.87,0.16,2800
415,416.0,니퍼트,1981-05-06,Doosan Bears,2015,20.0,0.0,0.0,16.0,6.0,5.0,0.0,0.0,90.0,54.0,51.0,404.0,104.0,21.0,0.0,4.0,33.0,0.0,4.0,76.0,0.0,4.0,5.1,3.74,1.52,91.9,128.0,0.86,-0.36,80000
415,416.0,니퍼트,1981-05-06,Doosan Bears,2015,20.0,0.0,0.0,16.0,6.0,5.0,0.0,0.0,90.0,54.0,51.0,404.0,104.0,21.0,0.0,4.0,33.0,0.0,4.0,76.0,0.0,4.0,5.1,3.74,1.52,91.9,128.0,0.86,-0.36,3000
422,423.0,송은범,1984-03-17,LG Twins,2020,56.0,0.0,0.0,1.0,4.0,2.0,2.0,6.0,56.0,29.0,28.0,247.0,66.0,8.0,1.0,4.0,19.0,1.0,3.0,28.0,0.0,2.0,4.5,4.61,1.52,102.8,101.0,0.85,-0.15,24000
429,430.0,박희수,1983-07-13,SSG Landers,2018,35.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,33.0,14.0,12.0,146.0,35.0,8.0,0.0,1.0,15.0,0.0,3.0,30.0,0.0,0.0,3.27,4.05,1.52,160.6,128.8,0.83,-0.95,4200
433,434.0,윤성환,1981-10-08,Samsung Lions,2019,27.0,1.0,1.0,27.0,8.0,13.0,0.0,0.0,145.1,87.0,77.0,643.0,168.0,34.0,3.0,14.0,50.0,0.0,7.0,65.0,0.0,3.0,4.77,4.94,1.5,91.0,86.3,0.82,-1.05,4500
433,434.0,윤성환,1981-10-08,Samsung Lions,2019,27.0,1.0,1.0,27.0,8.0,13.0,0.0,0.0,145.1,87.0,77.0,643.0,168.0,34.0,3.0,14.0,50.0,0.0,7.0,65.0,0.0,3.0,4.77,4.94,1.5,91.0,86.3,0.82,-1.05,16000
436,437.0,박상원,1994-09-09,Hanwha Eagles,2019,61.0,0.0,0.0,0.0,1.0,4.0,0.0,12.0,59.0,29.0,26.0,256.0,52.0,6.0,0.0,5.0,28.0,1.0,5.0,39.0,0.0,1.0,3.97,4.81,1.36,104.5,86.6,0.81,0.45,18800
442,443.0,김민우,1995-07-25,Hanwha Eagles,2015,36.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,70.0,41.0,40.0,314.0,67.0,13.0,0.0,5.0,38.0,3.0,10.0,50.0,0.0,5.0,5.14,5.04,1.5,96.9,97.7,0.79,-0.69,2800
443,444.0,박정진,1976-05-27,Hanwha Eagles,2017,55.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,48.0,28.0,21.0,205.0,38.0,6.0,0.0,6.0,24.0,0.0,3.0,51.0,0.0,3.0,3.94,4.92,1.29,127.7,103.0,0.79,0.52,18000
445,446.0,신재웅,1982-03-28,SSG Landers,2015,61.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,50.1,28.0,23.0,236.0,72.0,15.0,2.0,5.0,17.0,0.0,4.0,49.0,0.0,1.0,4.11,4.21,1.77,115.4,112.8,0.79,-0.61,30000
446,447.0,최채흥,1995-01-22,Samsung Lions,2018,8.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,28.0,11.0,10.0,120.0,30.0,5.0,1.0,5.0,8.0,0.0,1.0,25.0,0.0,0.0,3.21,5.33,1.36,165.0,98.9,0.78,0.06,11500
453,454.0,우규민,1985-01-21,LG Twins,2016,28.0,1.0,1.0,24.0,6.0,11.0,0.0,1.0,132.0,89.0,72.0,599.0,166.0,30.0,0.0,16.0,36.0,1.0,18.0,81.0,0.0,1.0,4.91,5.35,1.53,103.6,93.1,0.76,-2.01,11000
457,458.0,백정현,1987-07-13,Samsung Lions,2016,70.0,0.0,0.0,4.0,6.0,3.0,0.0,9.0,68.2,44.0,44.0,306.0,73.0,12.0,2.0,9.0,30.0,0.0,2.0,77.0,0.0,4.0,5.77,4.65,1.5,91.4,112.3,0.75,-0.8,3300
457,458.0,백정현,1987-07-13,Samsung Lions,2016,70.0,0.0,0.0,4.0,6.0,3.0,0.0,9.0,68.2,44.0,44.0,306.0,73.0,12.0,2.0,9.0,30.0,0.0,2.0,77.0,0.0,4.0,5.77,4.65,1.5,91.4,112.3,0.75,-0.8,20000
457,458.0,백정현,1987-07-13,Samsung Lions,2016,70.0,0.0,0.0,4.0,6.0,3.0,0.0,9.0,68.2,44.0,44.0,306.0,73.0,12.0,2.0,9.0,30.0,0.0,2.0,77.0,0.0,4.0,5.77,4.65,1.5,91.4,112.3,0.75,-0.8,4700
462,463.0,로저스,1985-08-14,Hanwha Eagles,2016,6.0,1.0,0.0,6.0,2.0,3.0,0.0,0.0,37.2,22.0,18.0,160.0,42.0,8.0,0.0,3.0,12.0,0.0,2.0,24.0,3.0,0.0,4.3,4.67,1.43,122.1,112.1,0.73,-0.46,25000
463,464.0,팻딘,1989-05-25,Kia Tigers,2018,36.0,0.0,0.0,21.0,6.0,7.0,0.0,2.0,129.1,96.0,90.0,588.0,174.0,29.0,1.0,23.0,27.0,2.0,4.0,101.0,0.0,3.0,6.26,5.26,1.55,82.0,98.1,0.72,-2.78,3000
469,470.0,윤희상,1985-05-17,SSG Landers,2018,46.0,0.0,0.0,1.0,1.0,2.0,1.0,7.0,51.0,29.0,29.0,211.0,55.0,5.0,1.0,8.0,7.0,1.0,2.0,44.0,0.0,1.0,5.12,4.62,1.22,102.7,115.4,0.71,-0.22,7000
470,471.0,김지용,1988-02-20,LG Twins,2015,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.2,15.0,15.0,137.0,30.0,10.0,0.0,4.0,12.0,2.0,1.0,28.0,0.0,2.0,4.13,4.5,1.29,113.6,102.8,0.71,-0.07,7700
478,479.0,박종훈,1991-08-13,SSG Landers,2016,28.0,0.0,0.0,28.0,8.0,13.0,0.0,0.0,140.0,102.0,88.0,650.0,141.0,24.0,3.0,17.0,91.0,0.0,23.0,104.0,0.0,4.0,5.66,6.33,1.66,92.3,82.6,0.69,-2.5,15000
478,479.0,박종훈,1991-08-13,SSG Landers,2016,28.0,0.0,0.0,28.0,8.0,13.0,0.0,0.0,140.0,102.0,88.0,650.0,141.0,24.0,3.0,17.0,91.0,0.0,23.0,104.0,0.0,4.0,5.66,6.33,1.66,92.3,82.6,0.69,-2.5,4500
478,479.0,박종훈,1991-08-13,SSG Landers,2016,28.0,0.0,0.0,28.0,8.0,13.0,0.0,0.0,140.0,102.0,88.0,650.0,141.0,24.0,3.0,17.0,91.0,0.0,23.0,104.0,0.0,4.0,5.66,6.33,1.66,92.3,82.6,0.69,-2.5,3800
479,480.0,박진우,1990-02-12,NC Dinos,2018,11.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.2,8.0,8.0,80.0,18.0,2.0,0.0,2.0,5.0,1.0,2.0,15.0,0.0,0.0,3.66,4.55,1.17,141.8,115.5,0.69,0.05,0
